score	review
1	WHAT A HORRENDOUS PRODUCT. I THOUGHT THAT BEING FROM AMAZON IT WOULD BE GOOD. WRONG!!!! IT'S STILL CHINESE FIRST.LASTS NOTHING (2 WEEKS IN MY COMPUTER MOUSE). DISASTROUS DISAPPOINTMENT. FIRST TIME I AM LET DOWN BY AMAZON. PITY! I GUESS I SHOULD HAVE BEEN MORE CAREFUL AND LESS GULLIBLE.
1	I used them for christmas decoration and by the end of christmas the batteries leaked . will not get them again
1	I will never purchase this item again. It is in my opinion overpriced junk.
1	These batteries do not last nearly as long as the bunny or copper brands. I will use them up and never waste my time or money on these again. I have been using them in an LED flashlight.
1	I see that these batteries have lots of positive reviews. My experience has been poor. I put a pair in the sensor for an outdoor thermometer. They lasted about 2 weeks and when tested, showed very low power. Replaced them with a second pair. They lasted and tested about the same. These may work better in indoor uses, but they seem to not like the cold. I've had way better success with rechargeable.
1	They're not a bad value (because they're cheap), but they drain much faster than you would like. I hate throwing dead batteries away anyway (no recycling options here) and 4 of these drained in a day, running a tiny string of LED Christmas lights.
1	I've had good luck with Amazon basics peripheral devices for computers, but the 24 pack of AAA batteries I got had virtually no power out of the package. Perhaps it's a quality control issue, but I got burned on the ones I bought, and won't take another chance with them.
1	It stopped working. Never buy this. It's not certified by Apple. Not sure why Amazon is selling such products on prime
1	Lights worked well but the ahesive didnt stick on about 90 of the lights backing. The 10 that did. I tried to adjust the lights and they ripped.
1	These batteries work but don't really last that long. You maybe get 3-4 weeks out of them. Its better off buying rayovac or energizer batteries from home depot
1	These batteries are junk . i use 4 of them in my front door lock. i have gone through 12 batteries in less than a month .
1	Batteries used in fire remote, lasted maybe a week and then died
1	batteries suck! brand new out of box dead or close too. Change smoke alarms every month and remote batteries every 2 weeks.junk dead, 3 different boxes and sizes of amazon
